"region","version","unit","variable","scenario","model","run__id","type","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1000","IMAGE 3.0",145,"ANNUAL",4326.995590603324,,,,,3854.123126062452,3274.0008853074023,2375.000445263923,1527.9751982488517,678.4846734027957,266.68936715961024,,-289.43934633978927,,-633.7064784943975,,-395.79184217872194,,-545.5396214027439,,-462.31752399832766
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1000f","IMAGE 3.0",146,"ANNUAL",4327.099012132468,,,,,3882.494669949308,3323.295440975946,2749.591209661584,2096.372802924954,1316.191174308903,618.7729251152527,,-289.5394319161736,,-1142.0596295441312,,-1218.7020949239788,,-1285.323162831488,,-1076.737241445516
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1200","IMAGE 3.0",147,"ANNUAL",4327.096466457825,,,,,3854.7369133956777,3277.141156812408,2591.261800365777,1903.372423980814,1090.4166820245844,536.5917813471006,,-15.10189310846927,,-428.5976575605292,,-412.1668873207949,,-530.8272165145249,,-421.9009107337485
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1200f","IMAGE 3.0",148,"ANNUAL",4326.412155544677,,,,,3881.9866260242943,3320.177716874914,2895.8098096301173,2362.4181266389187,1758.71621084307,1102.4482677190376,,281.37842212691857,,-313.092300443502,,-437.6411877076322,,-712.6190564485522,,-790.4479777736817
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1400","IMAGE 3.0",149,"ANNUAL",4326.995590603324,,,,,3856.198242538063,3279.9330625336897,2690.571785217742,2089.45396696648,1459.4374263818622,1099.5319316592022,,617.7123281722547,,-17.3851730143934,,-420.70828314473226,,-591.6011423012999,,-395.53872938573016
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-1400f","IMAGE 3.0",150,"ANNUAL",4326.412155544677,,,,,3881.9866260242943,3320.177716874914,2892.051778420466,2365.926457938066,1822.432460950588,1334.0845465283442,,849.8582262176,,385.1538140329184,,-271.05147682110913,,-870.2938147382363,,-861.1412043559599
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-3000","IMAGE 3.0",151,"ANNUAL",4326.412155544677,,,,,3881.9866260242943,3320.177716874914,3101.6421791353205,2895.1354576199647,3001.0232139772475,3298.348948460657,,3708.766250947512,,3792.4915317168425,,3035.496879853591,,1860.7855986061536,,1736.2298051505147
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-3000f","IMAGE 3.0",152,"ANNUAL",4326.412155544677,,,,,3881.9866260242943,3320.177716874914,3101.6421791353205,2895.1354576199647,3001.0232139772475,3298.348948460657,,3708.766250947512,,3792.4915317168425,,3035.496879853591,,1860.7855986061536,,1736.2298051505147
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2030-800f","IMAGE 3.0",153,"ANNUAL",4327.262215054032,,,,,3883.333763475589,3328.3899793471774,2429.737541419616,1578.938247824204,671.853752197308,229.4868919263292,,-416.3164383948823,,-1030.672495617786,,-931.6970449340954,,-1089.557182013698,,-848.481163102037
"Europe (R10)",1,"Mt CO2/yr","Emissions|CO2","ENGAGE-INDCi2100","IMAGE 3.0",154,"ANNUAL",4326.101331468314,,,,,3881.484652554197,3320.859985653459,3059.408681511852,2761.5342562324936,2802.832987722251,3053.4511594369287,,3493.082176526049,,3778.4483874894913,,3745.369709355381,,3357.735170351737,,3370.175899811995
